date,product,market,size,price
2020-06-17,Beef w/Bones,Bars,kg,13000.0
2020-06-17,Beef w/Bones,Bayanzurkh,kg,12000.0
2020-06-17,Beef w/Bones,Bumbugur,kg,13000.0
2020-06-17,Beef w/Bones,Emart,kg,13300.0
2020-06-17,Beef w/Bones,Kharkhorin,kg,10800.0
2020-06-17,Beef w/Bones,Khuchit Shonkhor,kg,12000.0
2020-06-17,Beef w/Bones,Max/M Mart,kg,13000.0
2020-06-17,Beef w/Bones,Mercury/Ikh Nayad,kg,
2020-06-17,Beef w/Bones,Nomin,kg,12599.0
2020-06-17,Beef w/Bones,Orgil,kg,
2020-06-17,Beef w/Bones,Sansar,kg,
2020-06-17,Beef w/Bones,Saruul,kg,15500.0
2020-06-17,Beef w/Bones,Tavan Erdene,kg,12800.0
2020-06-17,"Beet, Mongolian",Bars,kg,3200.0
2020-06-17,"Beet, Mongolian",Bayanzurkh,kg,3200.0
2020-06-17,"Beet, Mongolian",Bumbugur,kg,3200.0
2020-06-17,"Beet, Mongolian",Emart,kg,
2020-06-17,"Beet, Mongolian",Kharkhorin,kg,3300.0
2020-06-17,"Beet, Mongolian",Khuchit Shonkhor,kg,3000.0
2020-06-17,"Beet, Mongolian",Max/M Mart,kg,
2020-06-17,"Beet, Mongolian",Mercury/Ikh Nayad,kg,
2020-06-17,"Beet, Mongolian",Nomin,kg,
2020-06-17,"Beet, Mongolian",Orgil,kg,
2020-06-17,"Beet, Mongolian",Sansar,kg,
2020-06-17,"Beet, Mongolian",Saruul,kg,3500.0
2020-06-17,"Beet, Mongolian",Tavan Erdene,kg,3000.0
2020-06-17,Brown Bread,Bars,300 g,1100.0
2020-06-17,Brown Bread,Bayanzurkh,300 g,1100.0
2020-06-17,Brown Bread,Bumbugur,300 g,1100.0
2020-06-17,Brown Bread,Emart,300 g,1110.0
2020-06-17,Brown Bread,Kharkhorin,300 g,1100.0
2020-06-17,Brown Bread,Khuchit Shonkhor,300 g,1100.0
2020-06-17,Brown Bread,Max/M Mart,300 g,1110.0
2020-06-17,Brown Bread,Mercury/Ikh Nayad,300 g,
2020-06-17,Brown Bread,Nomin,300 g,1149.0
2020-06-17,Brown Bread,Orgil,300 g,1190.0
2020-06-17,Brown Bread,Sansar,300 g,1100.0
2020-06-17,Brown Bread,Saruul,300 g,1100.0
2020-06-17,Brown Bread,Tavan Erdene,300 g,1100.0
2020-06-17,"Butter, Suu LTD",Bars,kg,4000.0
2020-06-17,"Butter, Suu LTD",Bayanzurkh,kg,4000.0
2020-06-17,"Butter, Suu LTD",Bumbugur,kg,
2020-06-17,"Butter, Suu LTD",Emart,kg,
2020-06-17,"Butter, Suu LTD",Kharkhorin,kg,
2020-06-17,"Butter, Suu LTD",Khuchit Shonkhor,kg,4000.0
2020-06-17,"Butter, Suu LTD",Max/M Mart,kg,3740.0
2020-06-17,"Butter, Suu LTD",Mercury/Ikh Nayad,kg,
2020-06-17,"Butter, Suu LTD",Nomin,kg,3279.0
2020-06-17,"Butter, Suu LTD",Orgil,kg,3740.0
2020-06-17,"Butter, Suu LTD",Sansar,kg,
2020-06-17,"Butter, Suu LTD",Saruul,kg,
2020-06-17,"Butter, Suu LTD",Tavan Erdene,kg,
2020-06-17,"Cabbage, Mongolian",Bars,kg,3500.0
2020-06-17,"Cabbage, Mongolian",Bayanzurkh,kg,3500.0
2020-06-17,"Cabbage, Mongolian",Bumbugur,kg,2500.0
2020-06-17,"Cabbage, Mongolian",Emart,kg,1790.0
2020-06-17,"Cabbage, Mongolian",Kharkhorin,kg,2500.0
2020-06-17,"Cabbage, Mongolian",Khuchit Shonkhor,kg,2800.0
2020-06-17,"Cabbage, Mongolian",Max/M Mart,kg,
2020-06-17,"Cabbage, Mongolian",Mercury/Ikh Nayad,kg,
2020-06-17,"Cabbage, Mongolian",Nomin,kg,2499.0
2020-06-17,"Cabbage, Mongolian",Orgil,kg,2200.0
2020-06-17,"Cabbage, Mongolian",Sansar,kg,1900.0
2020-06-17,"Cabbage, Mongolian",Saruul,kg,5000.0
2020-06-17,"Cabbage, Mongolian",Tavan Erdene,kg,2500.0
2020-06-17,"Carrot, Mongolian",Bars,kg,2200.0
2020-06-17,"Carrot, Mongolian",Bayanzurkh,kg,2000.0
2020-06-17,"Carrot, Mongolian",Bumbugur,kg,2000.0
2020-06-17,"Carrot, Mongolian",Emart,kg,1450.0
2020-06-17,"Carrot, Mongolian",Kharkhorin,kg,2000.0
2020-06-17,"Carrot, Mongolian",Khuchit Shonkhor,kg,2000.0
2020-06-17,"Carrot, Mongolian",Max/M Mart,kg,1800.0
2020-06-17,"Carrot, Mongolian",Mercury/Ikh Nayad,kg,
2020-06-17,"Carrot, Mongolian",Nomin,kg,1879.0
2020-06-17,"Carrot, Mongolian",Orgil,kg,2200.0
2020-06-17,"Carrot, Mongolian",Sansar,kg,2500.0
2020-06-17,"Carrot, Mongolian",Saruul,kg,3000.0
2020-06-17,"Carrot, Mongolian",Tavan Erdene,kg,2000.0
2020-06-17,"Egg, Russian",Bars,each,280.0
2020-06-17,"Egg, Russian",Bayanzurkh,each,300.0
2020-06-17,"Egg, Russian",Bumbugur,each,300.0
2020-06-17,"Egg, Russian",Emart,each,400.0
2020-06-17,"Egg, Russian",Kharkhorin,each,300.0
2020-06-17,"Egg, Russian",Khuchit Shonkhor,each,280.0
2020-06-17,"Egg, Russian",Max/M Mart,each,360.0
2020-06-17,"Egg, Russian",Mercury/Ikh Nayad,each,
2020-06-17,"Egg, Russian",Nomin,each,379.0
2020-06-17,"Egg, Russian",Orgil,each,340.0
2020-06-17,"Egg, Russian",Sansar,each,360.0
2020-06-17,"Egg, Russian",Saruul,each,380.0
2020-06-17,"Egg, Russian",Tavan Erdene,each,370.0
2020-06-17,Goat Meat w/Bones,Bars,kg,
2020-06-17,Goat Meat w/Bones,Bayanzurkh,kg,
2020-06-17,Goat Meat w/Bones,Bumbugur,kg,
2020-06-17,Goat Meat w/Bones,Emart,kg,
2020-06-17,Goat Meat w/Bones,Kharkhorin,kg,8300.0
2020-06-17,Goat Meat w/Bones,Khuchit Shonkhor,kg,8300.0
2020-06-17,Goat Meat w/Bones,Max/M Mart,kg,
2020-06-17,Goat Meat w/Bones,Mercury/Ikh Nayad,kg,
2020-06-17,Goat Meat w/Bones,Nomin,kg,
2020-06-17,Goat Meat w/Bones,Orgil,kg,
2020-06-17,Goat Meat w/Bones,Sansar,kg,
2020-06-17,Goat Meat w/Bones,Saruul,kg,
2020-06-17,Goat Meat w/Bones,Tavan Erdene,kg,
2020-06-17,"Gree Tea, Georgia",Bars,kg,1500.0
2020-06-17,"Gree Tea, Georgia",Bayanzurkh,kg,1500.0
2020-06-17,"Gree Tea, Georgia",Bumbugur,kg,1600.0
2020-06-17,"Gree Tea, Georgia",Emart,kg,1450.0
2020-06-17,"Gree Tea, Georgia",Kharkhorin,kg,1500.0
2020-06-17,"Gree Tea, Georgia",Khuchit Shonkhor,kg,1500.0
2020-06-17,"Gree Tea, Georgia",Max/M Mart,kg,1550.0
2020-06-17,"Gree Tea, Georgia",Mercury/Ikh Nayad,kg,
2020-06-17,"Gree Tea, Georgia",Nomin,kg,1599.0
2020-06-17,"Gree Tea, Georgia",Orgil,kg,1550.0
2020-06-17,"Gree Tea, Georgia",Sansar,kg,1500.0
2020-06-17,"Gree Tea, Georgia",Saruul,kg,
2020-06-17,"Gree Tea, Georgia",Tavan Erdene,kg,1500.0
2020-06-17,Horse Meat w/Bones,Bars,kg,
2020-06-17,Horse Meat w/Bones,Bayanzurkh,kg,10500.0
2020-06-17,Horse Meat w/Bones,Bumbugur,kg,11000.0
2020-06-17,Horse Meat w/Bones,Emart,kg,
2020-06-17,Horse Meat w/Bones,Kharkhorin,kg,8500.0
2020-06-17,Horse Meat w/Bones,Khuchit Shonkhor,kg,8500.0
2020-06-17,Horse Meat w/Bones,Max/M Mart,kg,
2020-06-17,Horse Meat w/Bones,Mercury/Ikh Nayad,kg,
2020-06-17,Horse Meat w/Bones,Nomin,kg,
2020-06-17,Horse Meat w/Bones,Orgil,kg,
2020-06-17,Horse Meat w/Bones,Sansar,kg,
2020-06-17,Horse Meat w/Bones,Saruul,kg,
2020-06-17,Horse Meat w/Bones,Tavan Erdene,kg,
2020-06-17,"Milk, Bulk",Bars,liter,
2020-06-17,"Milk, Bulk",Bayanzurkh,liter,
2020-06-17,"Milk, Bulk",Bumbugur,liter,
2020-06-17,"Milk, Bulk",Emart,liter,
2020-06-17,"Milk, Bulk",Kharkhorin,liter,1500.0
2020-06-17,"Milk, Bulk",Khuchit Shonkhor,liter,
2020-06-17,"Milk, Bulk",Max/M Mart,liter,
2020-06-17,"Milk, Bulk",Mercury/Ikh Nayad,liter,
2020-06-17,"Milk, Bulk",Nomin,liter,
2020-06-17,"Milk, Bulk",Orgil,liter,
2020-06-17,"Milk, Bulk",Sansar,liter,
2020-06-17,"Milk, Bulk",Saruul,liter,
2020-06-17,"Milk, Bulk",Tavan Erdene,liter,1500.0
2020-06-17,Mutton Boneless,Bars,kg,
2020-06-17,Mutton Boneless,Bayanzurkh,kg,11000.0
2020-06-17,Mutton Boneless,Bumbugur,kg,12000.0
2020-06-17,Mutton Boneless,Emart,kg,
2020-06-17,Mutton Boneless,Kharkhorin,kg,9800.0
2020-06-17,Mutton Boneless,Khuchit Shonkhor,kg,10500.0
2020-06-17,Mutton Boneless,Max/M Mart,kg,
2020-06-17,Mutton Boneless,Mercury/Ikh Nayad,kg,
2020-06-17,Mutton Boneless,Nomin,kg,
2020-06-17,Mutton Boneless,Orgil,kg,
2020-06-17,Mutton Boneless,Sansar,kg,
2020-06-17,Mutton Boneless,Saruul,kg,
2020-06-17,Mutton Boneless,Tavan Erdene,kg,
2020-06-17,Mutton w/Bones,Bars,kg,12000.0
2020-06-17,Mutton w/Bones,Bayanzurkh,kg,9500.0
2020-06-17,Mutton w/Bones,Bumbugur,kg,10500.0
2020-06-17,Mutton w/Bones,Emart,kg,10600.0
2020-06-17,Mutton w/Bones,Kharkhorin,kg,8700.0
2020-06-17,Mutton w/Bones,Khuchit Shonkhor,kg,9500.0
2020-06-17,Mutton w/Bones,Max/M Mart,kg,8500.0
2020-06-17,Mutton w/Bones,Mercury/Ikh Nayad,kg,
2020-06-17,Mutton w/Bones,Nomin,kg,9699.0
2020-06-17,Mutton w/Bones,Orgil,kg,
2020-06-17,Mutton w/Bones,Sansar,kg,
2020-06-17,Mutton w/Bones,Saruul,kg,14500.0
2020-06-17,Mutton w/Bones,Tavan Erdene,kg,12000.0
2020-06-17,"Onion, China",Bars,kg,1800.0
2020-06-17,"Onion, China",Bayanzurkh,kg,1600.0
2020-06-17,"Onion, China",Bumbugur,kg,1600.0
2020-06-17,"Onion, China",Emart,kg,
2020-06-17,"Onion, China",Kharkhorin,kg,1600.0
2020-06-17,"Onion, China",Khuchit Shonkhor,kg,1800.0
2020-06-17,"Onion, China",Max/M Mart,kg,1600.0
2020-06-17,"Onion, China",Mercury/Ikh Nayad,kg,
2020-06-17,"Onion, China",Nomin,kg,
2020-06-17,"Onion, China",Orgil,kg,
2020-06-17,"Onion, China",Sansar,kg,1800.0
2020-06-17,"Onion, China",Saruul,kg,2000.0
2020-06-17,"Onion, China",Tavan Erdene,kg,1600.0
2020-06-17,"Potato, Mongolian",Bars,kg,1200.0
2020-06-17,"Potato, Mongolian",Bayanzurkh,kg,1200.0
2020-06-17,"Potato, Mongolian",Bumbugur,kg,1000.0
2020-06-17,"Potato, Mongolian",Emart,kg,890.0
2020-06-17,"Potato, Mongolian",Kharkhorin,kg,1000.0
2020-06-17,"Potato, Mongolian",Khuchit Shonkhor,kg,1100.0
2020-06-17,"Potato, Mongolian",Max/M Mart,kg,1200.0
2020-06-17,"Potato, Mongolian",Mercury/Ikh Nayad,kg,
2020-06-17,"Potato, Mongolian",Nomin,kg,889.0
2020-06-17,"Potato, Mongolian",Orgil,kg,900.0
2020-06-17,"Potato, Mongolian",Sansar,kg,1100.0
2020-06-17,"Potato, Mongolian",Saruul,kg,1400.0
2020-06-17,"Potato, Mongolian",Tavan Erdene,kg,1350.0
2020-06-17,"Reserve meat, beef w/bones",Bars,kg,
2020-06-17,"Reserve meat, beef w/bones",Bayanzurkh,kg,
2020-06-17,"Reserve meat, beef w/bones",Bumbugur,kg,
2020-06-17,"Reserve meat, beef w/bones",Emart,kg,7700.0
2020-06-17,"Reserve meat, beef w/bones",Kharkhorin,kg,
2020-06-17,"Reserve meat, beef w/bones",Khuchit Shonkhor,kg,
2020-06-17,"Reserve meat, beef w/bones",Max/M Mart,kg,
2020-06-17,"Reserve meat, beef w/bones",Mercury/Ikh Nayad,kg,
2020-06-17,"Reserve meat, beef w/bones",Nomin,kg,7700.0
2020-06-17,"Reserve meat, beef w/bones",Orgil,kg,7700.0
2020-06-17,"Reserve meat, beef w/bones",Sansar,kg,7700.0
2020-06-17,"Reserve meat, beef w/bones",Saruul,kg,
2020-06-17,"Reserve meat, beef w/bones",Tavan Erdene,kg,
2020-06-17,"Reserve meat, goat w/bones",Bars,kg,
2020-06-17,"Reserve meat, goat w/bones",Bayanzurkh,kg,
2020-06-17,"Reserve meat, goat w/bones",Bumbugur,kg,
2020-06-17,"Reserve meat, goat w/bones",Emart,kg,6200.0
2020-06-17,"Reserve meat, goat w/bones",Kharkhorin,kg,
2020-06-17,"Reserve meat, goat w/bones",Khuchit Shonkhor,kg,
2020-06-17,"Reserve meat, goat w/bones",Max/M Mart,kg,
2020-06-17,"Reserve meat, goat w/bones",Mercury/Ikh Nayad,kg,
2020-06-17,"Reserve meat, goat w/bones",Nomin,kg,6200.0
2020-06-17,"Reserve meat, goat w/bones",Orgil,kg,6200.0
2020-06-17,"Reserve meat, goat w/bones",Sansar,kg,6200.0
2020-06-17,"Reserve meat, goat w/bones",Saruul,kg,
2020-06-17,"Reserve meat, goat w/bones",Tavan Erdene,kg,
2020-06-17,"Reserve meat, mutton w/bones",Bars,kg,
2020-06-17,"Reserve meat, mutton w/bones",Bayanzurkh,kg,
2020-06-17,"Reserve meat, mutton w/bones",Bumbugur,kg,
2020-06-17,"Reserve meat, mutton w/bones",Emart,kg,6700.0
2020-06-17,"Reserve meat, mutton w/bones",Kharkhorin,kg,
2020-06-17,"Reserve meat, mutton w/bones",Khuchit Shonkhor,kg,
2020-06-17,"Reserve meat, mutton w/bones",Max/M Mart,kg,
2020-06-17,"Reserve meat, mutton w/bones",Mercury/Ikh Nayad,kg,
2020-06-17,"Reserve meat, mutton w/bones",Nomin,kg,6700.0
2020-06-17,"Reserve meat, mutton w/bones",Orgil,kg,6700.0
2020-06-17,"Reserve meat, mutton w/bones",Sansar,kg,6700.0
2020-06-17,"Reserve meat, mutton w/bones",Saruul,kg,
2020-06-17,"Reserve meat, mutton w/bones",Tavan Erdene,kg,
2020-06-17,"Round Bread, Czech Style",Bars,each,1600.0
2020-06-17,"Round Bread, Czech Style",Bayanzurkh,each,1600.0
2020-06-17,"Round Bread, Czech Style",Bumbugur,each,1450.0
2020-06-17,"Round Bread, Czech Style",Emart,each,1580.0
2020-06-17,"Round Bread, Czech Style",Kharkhorin,each,1500.0
2020-06-17,"Round Bread, Czech Style",Khuchit Shonkhor,each,1500.0
2020-06-17,"Round Bread, Czech Style",Max/M Mart,each,1610.0
2020-06-17,"Round Bread, Czech Style",Mercury/Ikh Nayad,each,
2020-06-17,"Round Bread, Czech Style",Nomin,each,1559.0
2020-06-17,"Round Bread, Czech Style",Orgil,each,1600.0
2020-06-17,"Round Bread, Czech Style",Sansar,each,1600.0
2020-06-17,"Round Bread, Czech Style",Saruul,each,1800.0
2020-06-17,"Round Bread, Czech Style",Tavan Erdene,each,1650.0
2020-06-17,Sugar,Bars,kg,2600.0
2020-06-17,Sugar,Bayanzurkh,kg,2750.0
2020-06-17,Sugar,Bumbugur,kg,2750.0
2020-06-17,Sugar,Emart,kg,
2020-06-17,Sugar,Kharkhorin,kg,2500.0
2020-06-17,Sugar,Khuchit Shonkhor,kg,2500.0
2020-06-17,Sugar,Max/M Mart,kg,2740.0
2020-06-17,Sugar,Mercury/Ikh Nayad,kg,
2020-06-17,Sugar,Nomin,kg,2749.0
2020-06-17,Sugar,Orgil,kg,
2020-06-17,Sugar,Sansar,kg,
2020-06-17,Sugar,Saruul,kg,
2020-06-17,Sugar,Tavan Erdene,kg,3000.0
2020-06-17,"Suu Brand Milk, 0.5l",Bars,liter,1200.0
2020-06-17,"Suu Brand Milk, 0.5l",Bayanzurkh,liter,1200.0
2020-06-17,"Suu Brand Milk, 0.5l",Bumbugur,liter,1200.0
2020-06-17,"Suu Brand Milk, 0.5l",Emart,liter,1250.0
2020-06-17,"Suu Brand Milk, 0.5l",Kharkhorin,liter,1200.0
2020-06-17,"Suu Brand Milk, 0.5l",Khuchit Shonkhor,liter,1100.0
2020-06-17,"Suu Brand Milk, 0.5l",Max/M Mart,liter,1210.0
2020-06-17,"Suu Brand Milk, 0.5l",Mercury/Ikh Nayad,liter,
2020-06-17,"Suu Brand Milk, 0.5l",Nomin,liter,1209.0
2020-06-17,"Suu Brand Milk, 0.5l",Orgil,liter,1210.0
2020-06-17,"Suu Brand Milk, 0.5l",Sansar,liter,1210.0
2020-06-17,"Suu Brand Milk, 0.5l",Saruul,liter,1300.0
2020-06-17,"Suu Brand Milk, 0.5l",Tavan Erdene,liter,1200.0
2020-06-17,"Suu Brand Milk, 1l",Bars,liter,2600.0
2020-06-17,"Suu Brand Milk, 1l",Bayanzurkh,liter,2700.0
2020-06-17,"Suu Brand Milk, 1l",Bumbugur,liter,2700.0
2020-06-17,"Suu Brand Milk, 1l",Emart,liter,2780.0
2020-06-17,"Suu Brand Milk, 1l",Kharkhorin,liter,2700.0
2020-06-17,"Suu Brand Milk, 1l",Khuchit Shonkhor,liter,2600.0
2020-06-17,"Suu Brand Milk, 1l",Max/M Mart,liter,2750.0
2020-06-17,"Suu Brand Milk, 1l",Mercury/Ikh Nayad,liter,
2020-06-17,"Suu Brand Milk, 1l",Nomin,liter,2749.0
2020-06-17,"Suu Brand Milk, 1l",Orgil,liter,2750.0
2020-06-17,"Suu Brand Milk, 1l",Sansar,liter,2750.0
2020-06-17,"Suu Brand Milk, 1l",Saruul,liter,2700.0
2020-06-17,"Suu Brand Milk, 1l",Tavan Erdene,liter,2700.0
2020-06-17,Vegatable Oil,Bars,1 liter,3500.0
2020-06-17,Vegatable Oil,Bayanzurkh,1 liter,3200.0
2020-06-17,Vegatable Oil,Bumbugur,1 liter,3100.0
2020-06-17,Vegatable Oil,Emart,1 liter,3750.0
2020-06-17,Vegatable Oil,Kharkhorin,1 liter,3200.0
2020-06-17,Vegatable Oil,Khuchit Shonkhor,1 liter,3200.0
2020-06-17,Vegatable Oil,Max/M Mart,1 liter,4090.0
2020-06-17,Vegatable Oil,Mercury/Ikh Nayad,1 liter,
2020-06-17,Vegatable Oil,Nomin,1 liter,3749.0
2020-06-17,Vegatable Oil,Orgil,1 liter,3750.0
2020-06-17,Vegatable Oil,Sansar,1 liter,3600.0
2020-06-17,Vegatable Oil,Saruul,1 liter,
2020-06-17,Vegatable Oil,Tavan Erdene,1 liter,3500.0
2020-06-17,White Rice,Bars,kg,3600.0
2020-06-17,White Rice,Bayanzurkh,kg,3400.0
2020-06-17,White Rice,Bumbugur,kg,3200.0
2020-06-17,White Rice,Emart,kg,
2020-06-17,White Rice,Kharkhorin,kg,3400.0
2020-06-17,White Rice,Khuchit Shonkhor,kg,3400.0
2020-06-17,White Rice,Max/M Mart,kg,4050.0
2020-06-17,White Rice,Mercury/Ikh Nayad,kg,
2020-06-17,White Rice,Nomin,kg,3919.0
2020-06-17,White Rice,Orgil,kg,
2020-06-17,White Rice,Sansar,kg,4010.0
2020-06-17,White Rice,Saruul,kg,
2020-06-17,White Rice,Tavan Erdene,kg,3800.0
2020-06-17,Yellow Rice,Bars,kg,3000.0
2020-06-17,Yellow Rice,Bayanzurkh,kg,2800.0
2020-06-17,Yellow Rice,Bumbugur,kg,2500.0
2020-06-17,Yellow Rice,Emart,kg,
2020-06-17,Yellow Rice,Kharkhorin,kg,3000.0
2020-06-17,Yellow Rice,Khuchit Shonkhor,kg,2500.0
2020-06-17,Yellow Rice,Max/M Mart,kg,
2020-06-17,Yellow Rice,Mercury/Ikh Nayad,kg,
2020-06-17,Yellow Rice,Nomin,kg,
2020-06-17,Yellow Rice,Orgil,kg,
2020-06-17,Yellow Rice,Sansar,kg,
2020-06-17,Yellow Rice,Saruul,kg,
2020-06-17,Yellow Rice,Tavan Erdene,kg,3000.0
2020-06-17,Yogurt,Bars,liter,2500.0
2020-06-17,Yogurt,Bayanzurkh,liter,2600.0
2020-06-17,Yogurt,Bumbugur,liter,2600.0
2020-06-17,Yogurt,Emart,liter,2480.0
2020-06-17,Yogurt,Kharkhorin,liter,2700.0
2020-06-17,Yogurt,Khuchit Shonkhor,liter,2400.0
2020-06-17,Yogurt,Max/M Mart,liter,2640.0
2020-06-17,Yogurt,Mercury/Ikh Nayad,liter,
2020-06-17,Yogurt,Nomin,liter,
2020-06-17,Yogurt,Orgil,liter,2420.0
2020-06-17,Yogurt,Sansar,liter,2640.0
2020-06-17,Yogurt,Saruul,liter,2600.0
2020-06-17,Yogurt,Tavan Erdene,liter,2600.0
2020-06-25,"Altan Taria Flour, First Grade",Bars,kg,1100.0
2020-06-25,"Altan Taria Flour, First Grade",Bayanzurkh,kg,1200.0
2020-06-25,"Altan Taria Flour, First Grade",Bumbugur,kg,1100.0
2020-06-25,"Altan Taria Flour, First Grade",Emart,kg,1185.0
2020-06-25,"Altan Taria Flour, First Grade",Kharkhorin,kg,1200.0
2020-06-25,"Altan Taria Flour, First Grade",Khuchit Shonkhor,kg,1100.0
2020-06-25,"Altan Taria Flour, First Grade",Max/M Mart,kg,1217.0
2020-06-25,"Altan Taria Flour, First Grade",Mercury/Ikh Nayad,kg,
2020-06-25,"Altan Taria Flour, First Grade",Nomin,kg,1060.0
2020-06-25,"Altan Taria Flour, First Grade",Orgil,kg,1190.0
2020-06-25,"Altan Taria Flour, First Grade",Sansar,kg,1192.0
2020-06-25,"Altan Taria Flour, First Grade",Saruul,kg,
2020-06-25,"Altan Taria Flour, First Grade",Tavan Erdene,kg,1200.0
2020-06-25,"Altan Taria Flour, High Grade",Bars,kg,1300.0
2020-06-25,"Altan Taria Flour, High Grade",Bayanzurkh,kg,1400.0
2020-06-25,"Altan Taria Flour, High Grade",Bumbugur,kg,1350.0
2020-06-25,"Altan Taria Flour, High Grade",Emart,kg,1448.0
2020-06-25,"Altan Taria Flour, High Grade",Kharkhorin,kg,1400.0
2020-06-25,"Altan Taria Flour, High Grade",Khuchit Shonkhor,kg,1400.0
2020-06-25,"Altan Taria Flour, High Grade",Max/M Mart,kg,1470.0
2020-06-25,"Altan Taria Flour, High Grade",Mercury/Ikh Nayad,kg,
2020-06-25,"Altan Taria Flour, High Grade",Nomin,kg,1390.0
2020-06-25,"Altan Taria Flour, High Grade",Orgil,kg,1440.0
2020-06-25,"Altan Taria Flour, High Grade",Sansar,kg,1441.0
2020-06-25,"Altan Taria Flour, High Grade",Saruul,kg,
2020-06-25,"Altan Taria Flour, High Grade",Tavan Erdene,kg,1500.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Bars,kg,1100.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Bayanzurkh,kg,1200.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Bumbugur,kg,1100.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Emart,kg,1220.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Kharkhorin,kg,1200.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Khuchit Shonkhor,kg,1100.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Max/M Mart,kg,1240.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Mercury/Ikh Nayad,kg,
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Nomin,kg,1179.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Orgil,kg,1200.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Sansar,kg,1230.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Saruul,kg,1400.0
2020-06-25,"Altan Taria Packaged Flour, 1st Grade",Tavan Erdene,kg,1200.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Bars,kg,900.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Bayanzurkh,kg,900.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Bumbugur,kg,950.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Emart,kg,910.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Kharkhorin,kg,900.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Khuchit Shonkhor,kg,900.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Max/M Mart,kg,940.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Mercury/Ikh Nayad,kg,
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Nomin,kg,
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Orgil,kg,910.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Sansar,kg,920.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Saruul,kg,1100.0
2020-06-25,"Altan Taria Packaged Flour, 2nd Grade",Tavan Erdene,kg,900.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Bars,kg,1350.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Bayanzurkh,kg,1400.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Bumbugur,kg,1350.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Emart,kg,1480.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Kharkhorin,kg,1400.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Khuchit Shonkhor,kg,1400.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Max/M Mart,kg,1490.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Mercury/Ikh Nayad,kg,
2020-06-25,"Altan Taria Packaged Flour, High Grade",Nomin,kg,1419.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Orgil,kg,1450.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Sansar,kg,1460.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Saruul,kg,1500.0
2020-06-25,"Altan Taria Packaged Flour, High Grade",Tavan Erdene,kg,1500.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Bars,kg,2200.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Bayanzurkh,kg,2200.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Bumbugur,kg,2100.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Emart,kg,2220.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Kharkhorin,kg,2000.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Khuchit Shonkhor,kg,2000.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Max/M Mart,kg,
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Mercury/Ikh Nayad,kg,
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Nomin,kg,2149.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Orgil,kg,2200.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Sansar,kg,2220.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Saruul,kg,2100.0
2020-06-25,"Altan Taria Packaged Flour, Top Grade",Tavan Erdene,kg,2200.0
2020-06-25,"Apple, Fuji",Bars,kg,4000.0
